datetime,temperature
20200327T2200,6.8102455
20200327T2300,6.2802453
20200328T0000,5.8102455
20200328T0100,4.2802453
20200328T0200,2.8302455
20200328T0300,2.1802454
20200328T0400,1.6302454
20200328T0500,0.5502454
20200328T0600,1.5902454
20200328T0700,4.360245
20200328T0800,8.000245
20200328T0900,10.530245
20200328T1000,12.550245
20200328T1100,14.270246
20200328T1200,15.710245
20200328T1300,16.590246
20200328T1400,17.060246
20200328T1500,16.950245
20200328T1600,16.460245
20200328T1700,15.220245
20200328T1800,12.010245
20200328T1900,11.8102455
20200328T2000,11.100245
20200328T2100,10.010245
20200328T2200,8.5602455
20200328T2300,8.0602455
20200329T0000,8.260245
20200329T0100,8.090245
20200329T0200,7.4902453
20200329T0300,6.770245
20200329T0400,6.980245
20200329T0500,6.880245
20200329T0600,6.5702453
20200329T0700,6.380245
20200329T0800,6.8302455
20200329T0900,7.270245
20200329T1000,7.6002455
20200329T1100,7.480245
20200329T1200,6.520245
20200329T1300,5.7602453
20200329T1400,5.0302453
20200329T1500,4.8302455
20200329T1600,4.380245
20200329T1700,3.9102454
20200329T1800,3.6502452
20200329T1900,3.4302454
20200329T2000,3.1402454
20200329T2100,3.1502452
20200329T2200,3.0602455
20200329T2300,3.3002453
20200330T0000,3.4202452
20200330T0100,3.3802452
20200330T0200,3.0902452
20200330T0300,2.8102455
20200330T0400,2.5202456
20200330T0500,2.3402452
20200330T0600,2.2102454
20200330T0700,2.2702456
20200330T0800,2.7602453
20200330T0900,3.3702455
20200330T1000,3.8002453
20200330T1100,4.7002454
20200330T1200,5.6402454
20200330T1300,6.380245
20200330T1400,6.3202453
20200330T1500,6.380245
20200330T1600,6.2202454
20200330T1700,5.6802454
20200330T1800,4.1002455
20200330T1900,2.4302454
20200330T2000,1.2702454
20200330T2100,0.2902454
20200330T2200,-0.3697546
20200330T2300,-0.90975463
20200331T0000,-1.7497545
20200331T0100,-2.1897545
20200331T0200,-2.4897547
20200331T0300,-2.7697544
20200331T0400,-3.0597544
20200331T0500,-3.2997546
20200331T0600,-1.8897547
20200331T0700,1.3402455
20200331T0800,3.8502455
20200331T0900,6.0502453
20200331T1000,7.650245
20200331T1100,8.800245
20200331T1200,9.790245
20200331T1300,10.500245
20200331T1400,10.800245
20200331T1500,10.690246
20200331T1600,10.380245
20200331T1700,9.230246
20200331T1800,6.380245
20200331T1900,4.4802456
20200331T2000,3.0402455
20200331T2100,1.6402454
20200331T2200,0.8502454
20200331T2300,0.1802454
20200401T0000,-0.5997546
20200401T0100,-1.4797546
20200401T0200,-1.9397546
20200401T0300,-1.7497545
20200401T0400,-1.2297546
20200401T0500,-1.5797547
20200401T0600,-1.9297546
20200401T0700,0.8302454
20200401T0800,2.9702454
20200401T0900,4.9702454
20200401T1000,6.8402452
20200401T1100,8.210245
20200401T1200,9.480246
20200401T1300,10.650246
20200401T1400,11.510245
20200401T1500,11.970245
20200401T1600,12.040245
20200401T1700,11.610246
20200401T1800,7.3002453
20200401T1900,6.880245
20200401T2000,4.730245
20200401T2100,3.7302456
20200401T2200,1.2402453
20200401T2300,0.13024542
20200402T0000,-0.6897546
20200402T0100,-1.4197546
20200402T0200,-1.9497546
20200402T0300,-2.2797546
20200402T0400,-2.4497547
20200402T0500,-2.6797547
20200402T0600,-1.1497546
20200402T0700,2.0302453
20200402T0800,5.020245
20200402T0900,7.5702453
20200402T1000,10.170245
20200402T1100,12.000245
20200402T1200,13.440246
20200402T1300,14.210245
20200402T1400,14.830245
20200402T1500,14.960245
20200402T1600,14.740245
20200402T1700,13.550245
20200402T1800,10.030245
20200402T1900,7.3202453
20200402T2000,5.0802455
20200402T2100,4.5202456
20200402T2200,5.2202454
20200402T2300,4.7802453
20200403T0000,3.5102453
20200403T0100,2.1702454
20200403T0200,1.1902454
20200403T0300,0.52024543
20200403T0400,0.22024539
20200403T0500,-0.20975459
20200403T0600,0.77024543
20200403T0700,3.8302455
20200403T0800,6.4902453
20200403T0900,8.750245
20200403T1000,10.180245
20200403T1100,11.590245
20200403T1200,12.570246
20200403T1300,12.960245
20200403T1400,13.260245
20200403T1500,13.460245
20200403T1600,13.280245
20200403T1700,12.650246
20200403T1800,13.040245
20200403T1900,11.910245
20200403T2000,9.490245
20200403T2100,8.0602455
20200403T2200,5.960245
20200403T2300,4.4102454
20200404T0000,3.0302453
20200404T0100,1.5702454
20200404T0200,0.8102454
20200404T0300,0.3702454
20200404T0400,-0.1897546
20200404T0500,-0.64975464
20200404T0600,1.4302454
20200404T0700,4.8302455
20200404T0800,8.010245
20200404T0900,10.440246
20200404T1000,12.240245
20200404T1100,13.880245
20200404T1200,15.030245
20200404T1300,16.070246
20200404T1400,16.610245
20200404T1500,17.060246
20200404T1600,17.000246
20200404T1700,15.880245
20200404T1800,13.880245
20200404T1900,10.110246
20200404T2000,7.360245
20200404T2100,6.3002453
20200404T2200,6.0102453
20200404T2300,5.2402453
20200405T0000,4.1902456
20200405T0100,3.6802454
20200405T0200,3.4002452
20200405T0300,2.9902453
20200405T0400,2.4402454
20200405T0500,2.1102452
20200405T0600,2.6502452
20200405T0700,6.4302454
20200405T0800,9.690246
20200405T0900,12.110246
20200405T1000,14.270246
20200405T1100,16.130245
20200405T1200,17.660246
20200405T1300,18.840246
20200405T1400,19.580246
20200405T1500,19.980246
20200405T1600,19.870245
20200405T1700,18.660246
20200405T1800,18.580246
20200405T1900,15.450245
20200405T2000,10.380245
20200405T2100,8.690246
20200405T2200,8.230246
20200405T2300,6.8502455
20200406T0000,5.5302453
20200406T0100,5.0602455
20200406T0200,4.2902455
20200406T0300,4.2602453
20200406T0400,4.0002456
20200406T0500,3.5002456
20200406T0600,5.1802454
20200406T0700,9.830245
20200406T0800,13.450245
20200406T0900,16.020247
20200406T1000,17.560246
20200406T1100,18.910246
20200406T1200,20.220245
20200406T1300,21.140245
20200406T1400,21.680244
20200406T1500,22.080246
20200406T1600,21.870245
20200406T1700,20.680244
20200406T1800,16.340246
20200406T1900,12.940246
20200406T2000,11.940246
20200406T2100,9.250245
20200406T2200,8.770246
20200406T2300,7.040245
20200407T0000,6.250245
20200407T0100,5.460245
20200407T0200,5.2402453
20200407T0300,4.5202456
20200407T0400,4.2102456
20200407T0500,3.8402452
20200407T0600,5.7802453
20200407T0700,9.600245
20200407T0800,12.940246
20200407T0900,15.700245
20200407T1000,18.060246
20200407T1100,20.180244
20200407T1200,21.740246
20200407T1300,22.810246
20200407T1400,23.350245
20200407T1500,23.680244
20200407T1600,23.500246
20200407T1700,22.170246
20200407T1800,20.710245
20200407T1900,16.600245
20200407T2000,12.340245
20200407T2100,10.0602455
20200407T2200,9.260245
20200407T2300,8.030246
20200408T0000,7.480245
20200408T0100,7.3302455
20200408T0200,6.8002453
20200408T0300,6.2602453
20200408T0400,5.690245
20200408T0500,4.6402454
20200408T0600,7.0902452
20200408T0700,10.790245
20200408T0800,14.090245
20200408T0900,16.740246
20200408T1000,18.870245
20200408T1100,20.410246
20200408T1200,21.510244
20200408T1300,22.170246
20200408T1400,22.720245
20200408T1500,22.770245
20200408T1600,22.700245
20200408T1700,21.480246
20200408T1800,19.920246
20200408T1900,16.720245
20200408T2000,12.970245
20200408T2100,10.740245
20200408T2200,10.590245
20200408T2300,9.020246
20200409T0000,8.020246
20200409T0100,7.4102454
20200409T0200,6.9702454
20200409T0300,6.750245
20200409T0400,6.6202455
20200409T0500,6.650245
20200409T0600,8.980246
20200409T0700,11.650246
20200409T0800,14.210245
20200409T0900,16.760244
20200409T1000,19.130245
20200409T1100,21.260244
20200409T1200,22.240246
20200409T1300,22.870245
20200409T1400,23.020245
20200409T1500,22.950245
20200409T1600,22.550245
20200409T1700,21.280245
20200409T1800,18.100245
20200409T1900,14.400246
20200409T2000,14.870245
20200409T2100,13.360246
20200409T2200,11.080245
20200409T2300,9.420245
20200410T0000,8.260245
20200410T0100,7.6002455
20200410T0200,6.3402452
20200410T0300,5.6802454
20200410T0400,5.2002454
20200410T0500,4.8102455
20200410T0600,7.210245
20200410T0700,11.300245
20200410T0800,14.430245
20200410T0900,17.030245
20200410T1000,19.310246
20200410T1100,21.020245
20200410T1200,22.110245
20200410T1300,22.840246
20200410T1400,23.150246
20200410T1500,23.250246
20200410T1600,22.900246
20200410T1700,21.880245
20200410T1800,17.940245
20200410T1900,13.730246
20200410T2000,12.610246
20200410T2100,13.710245
20200410T2200,12.030245
20200410T2300,10.680245
20200411T0000,9.440246
20200411T0100,7.790245
20200411T0200,7.1202455
20200411T0300,6.5502453
20200411T0400,6.1602454
20200411T0500,6.2002454
20200411T0600,8.430245
20200411T0700,11.800245
20200411T0800,14.730246
20200411T0900,17.210245
20200411T1000,19.400246
20200411T1100,21.120245
20200411T1200,22.440245
20200411T1300,23.090246
20200411T1400,23.360245
20200411T1500,23.430244
20200411T1600,22.980246
20200411T1700,21.850245
20200411T1800,18.390245
20200411T1900,13.840245
20200411T2000,12.280245
20200411T2100,12.210245
20200411T2200,12.190246
20200411T2300,10.700245
20200412T0000,9.950245
20200412T0100,10.000245
20200412T0200,9.780245
20200412T0300,9.480246
20200412T0400,9.300245
20200412T0500,8.690246
20200412T0600,10.270246
20200412T0700,12.930245
20200412T0800,15.640245
20200412T0900,18.030245
20200412T1000,19.840246
20200412T1100,21.650246
20200412T1200,22.860245
20200412T1300,23.050245
20200412T1400,23.380245
20200412T1500,23.610245
20200412T1600,22.470245
20200412T1700,20.910246
20200412T1800,18.460245
20200412T1900,16.160246
20200412T2000,15.020246
20200412T2100,14.150246
20200412T2200,13.750245
20200412T2300,13.500245
20200413T0000,13.120245
20200413T0100,12.450245
20200413T0200,11.570246
20200413T0300,10.680245
20200413T0400,9.730246
20200413T0500,8.820246
20200413T0600,10.410245
20200413T0700,13.250245
20200413T0800,15.520246
20200413T0900,17.000246
20200413T1000,18.920246
20200413T1100,20.090246
20200413T1200,21.040245
20200413T1300,21.620245
20200413T1400,22.110245
20200413T1500,21.760244
20200413T1600,19.680244
20200413T1700,17.600245
20200413T1800,15.930245
20200413T1900,14.100245
20200413T2000,12.410245
20200413T2100,11.000245
20200413T2200,9.520246
20200413T2300,8.570246
20200414T0000,7.3702455
20200414T0100,6.440245
20200414T0200,5.210245
20200414T0300,4.110245
20200414T0400,3.3002453
20200414T0500,2.8102455
20200414T0600,4.2902455
20200414T0700,6.290245
20200414T0800,7.900245
20200414T0900,9.170245
20200414T1000,10.470245
20200414T1100,11.390245
20200414T1200,12.340245
20200414T1300,13.100245
20200414T1400,13.490245
20200414T1500,13.710245
20200414T1600,13.330245
20200414T1700,12.400246
20200414T1800,10.420245
20200414T1900,8.380245
20200414T2000,7.1202455
20200414T2100,5.730245
20200414T2200,4.670245
20200414T2300,3.8702455
20200415T0000,2.7902455
20200415T0100,1.8202454
20200415T0200,1.3502455
20200415T0300,0.9502454
20200415T0400,0.17024541
20200415T0500,-0.16975462
20200415T0600,2.9402456
20200415T0700,5.8902454
20200415T0800,7.900245
20200415T0900,9.930245
20200415T1000,12.340245
20200415T1100,14.150246
20200415T1200,15.770246
20200415T1300,17.400246
20200415T1400,18.590246
20200415T1500,19.310246
20200415T1600,19.570246
20200415T1700,19.280245
20200415T1800,17.010244
20200415T1900,16.340246
20200415T2000,11.980246
20200415T2100,9.980246
20200415T2200,8.420245
20200415T2300,7.710245
20200416T0000,6.8002453
20200416T0100,5.5102453
20200416T0200,5.2202454
20200416T0300,4.7202454
20200416T0400,4.420245
20200416T0500,4.4902453
20200416T0600,7.230245
20200416T0700,10.770246
20200416T0800,14.090245
20200416T0900,16.900246
20200416T1000,18.900246
20200416T1100,20.700245
20200416T1200,21.960245
20200416T1300,22.810246
20200416T1400,23.360245
20200416T1500,23.600245
20200416T1600,23.590246
20200416T1700,22.470245
20200416T1800,19.700245
20200416T1900,16.830246
20200416T2000,15.770246
20200416T2100,12.700245
20200416T2200,12.320246
20200416T2300,11.290245
20200417T0000,10.8102455
20200417T0100,10.130245
20200417T0200,9.920245
20200417T0300,9.480246
20200417T0400,9.030245
20200417T0500,8.780245
20200417T0600,10.880245
20200417T0700,14.320246
20200417T0800,17.200245
20200417T0900,19.160246
20200417T1000,20.850245
20200417T1100,22.250246
20200417T1200,23.200245
20200417T1300,23.960245
20200417T1400,24.410246
20200417T1500,24.240246
20200417T1600,23.870245
20200417T1700,22.690245
20200417T1800,20.850245
20200417T1900,18.470245
20200417T2000,16.930244
20200417T2100,14.530245
20200417T2200,14.430245
20200417T2300,13.000245
20200418T0000,11.340245
20200418T0100,10.760245
20200418T0200,9.870245
20200418T0300,9.140245
20200418T0400,9.270246
20200418T0500,9.350245
20200418T0600,11.790245
20200418T0700,15.130245
20200418T0800,17.680244
20200418T0900,19.500246
20200418T1000,20.390245
20200418T1100,21.530245
20200418T1200,22.270245
20200418T1300,23.020245
20200418T1400,22.940245
20200418T1500,22.890245
20200418T1600,22.150246
20200418T1700,21.530245
20200418T1800,21.630245
20200418T1900,19.670246
20200418T2000,16.580246
20200418T2100,15.130245
20200418T2200,12.390245
20200418T2300,10.940246
20200419T0000,10.800245
20200419T0100,10.630245
20200419T0200,9.880245
20200419T0300,9.400246
20200419T0400,8.910245
20200419T0500,8.930245
20200419T0600,11.880245
20200419T0700,14.570246
20200419T0800,16.670246
20200419T0900,18.720245
20200419T1000,20.310246
20200419T1100,21.290245
20200419T1200,21.890245
20200419T1300,22.350245
20200419T1400,22.430244
20200419T1500,22.540245
20200419T1600,22.050245
20200419T1700,21.420246
20200419T1800,20.380245
20200419T1900,19.150246
20200419T2000,18.430244
20200419T2100,17.920246
20200419T2200,17.460245
20200419T2300,16.520247
20200420T0000,15.780245
20200420T0100,14.660245
20200420T0200,13.730246
20200420T0300,13.170245
20200420T0400,12.420245
20200420T0500,11.870245
20200420T0600,12.620245
20200420T0700,13.660245
20200420T0800,14.550245
20200420T0900,15.430245
20200420T1000,17.080246
20200420T1100,18.260244
20200420T1200,18.990246
20200420T1300,19.780245
20200420T1400,20.570246
20200420T1500,20.810246
20200420T1600,20.540245
20200420T1700,19.760244
20200420T1800,18.400246
20200420T1900,17.110245
20200420T2000,16.300245
20200420T2100,15.490245
20200420T2200,14.910245
20200420T2300,13.930245
20200421T0000,12.570246
20200421T0100,11.5602455
20200421T0200,10.670245
20200421T0300,9.950245
20200421T0400,9.440246
20200421T0500,9.350245
20200421T0600,10.450245
20200421T0700,11.270246
20200421T0800,12.230246
20200421T0900,13.120245
20200421T1000,14.270246
20200421T1100,15.200245
20200421T1200,16.700245
20200421T1300,17.820246
20200421T1400,18.950245
20200421T1500,19.480246
20200421T1600,20.200245
20200421T1700,19.630245
20200421T1800,17.860245
20200421T1900,16.050245
20200421T2000,14.8102455
20200421T2100,13.620245
20200421T2200,12.140245
20200421T2300,11.250245
20200422T0000,10.220245
20200422T0100,9.250245
20200422T0200,8.540245
20200422T0300,7.7402453
20200422T0400,6.980245
20200422T0500,7.0902452
20200422T0600,9.670245
20200422T0700,11.920245
20200422T0800,13.710245
20200422T0900,15.430245
20200422T1000,17.310246
20200422T1100,18.960245
20200422T1200,20.440245
20200422T1300,21.670246
20200422T1400,22.690245
20200422T1500,23.330246
20200422T1600,23.350245
20200422T1700,22.490246
20200422T1800,20.130245
20200422T1900,16.530245
20200422T2000,14.270246
20200422T2100,12.050245
20200422T2200,11.290245
20200422T2300,10.690246
20200423T0000,9.300245
20200423T0100,8.170245
20200423T0200,7.0102453
20200423T0300,6.460245
20200423T0400,5.610245
20200423T0500,5.8002453
20200423T0600,9.420245
20200423T0700,12.510245
20200423T0800,14.790245
20200423T0900,16.730246
20200423T1000,18.670246
20200423T1100,20.340246
20200423T1200,21.660246
20200423T1300,22.590246
20200423T1400,23.200245
20200423T1500,23.290245
20200423T1600,23.140245
20200423T1700,22.250246
20200423T1800,20.070246
20200423T1900,16.610245
20200423T2000,14.470245
20200423T2100,13.360246
20200423T2200,13.430245
20200423T2300,10.440246
20200424T0000,8.780245
20200424T0100,7.920245
20200424T0200,7.460245
20200424T0300,6.8002453
20200424T0400,6.480245
20200424T0500,7.3302455
20200424T0600,10.440246
20200424T0700,13.640245
20200424T0800,16.680244
20200424T0900,19.540245
20200424T1000,21.820246
20200424T1100,22.970245
20200424T1200,23.440245
20200424T1300,23.810246
20200424T1400,23.740246
20200424T1500,23.530245
20200424T1600,23.050245
20200424T1700,22.370245
20200424T1800,20.460245
20200424T1900,16.880245
20200424T2000,15.360246
20200424T2100,14.620245
20200424T2200,14.050245
20200424T2300,13.960245
20200425T0000,13.240245
20200425T0100,12.690246
20200425T0200,12.590245
20200425T0300,11.900246
20200425T0400,11.580245
20200425T0500,11.540245
20200425T0600,13.160245
20200425T0700,15.030245
20200425T0800,16.790245
20200425T0900,18.680244
20200425T1000,20.310246
20200425T1100,21.600245
20200425T1200,22.070246
20200425T1300,22.340246
20200425T1400,22.130245
20200425T1500,21.950245
20200425T1600,21.630245
20200425T1700,20.580246
20200425T1800,19.460245
20200425T1900,16.930244
20200425T2000,14.610246
20200425T2100,13.030245
20200425T2200,12.890245
20200425T2300,11.270246
20200426T0000,10.520246
20200426T0100,10.420245
20200426T0200,10.360246
20200426T0300,10.370245
20200426T0400,10.490245
20200426T0500,9.980246
20200426T0600,11.240245
20200426T0700,12.580245
20200426T0800,14.370245
20200426T0900,16.220245
20200426T1000,17.590246
20200426T1100,18.770245
20200426T1200,19.650246
20200426T1300,19.780245
20200426T1400,19.850245
20200426T1500,18.460245
20200426T1600,17.060246
20200426T1700,15.870245
20200426T1800,14.8102455
20200426T1900,14.030245
20200426T2000,13.000245
20200426T2100,12.800245
20200426T2200,12.620245
20200426T2300,11.880245
20200427T0000,11.640245
20200427T0100,10.620245
20200427T0200,10.050245
20200427T0300,9.760245
20200427T0400,9.550245
20200427T0500,9.5602455
20200427T0600,11.120245
20200427T0700,13.390245
20200427T0800,15.570246
20200427T0900,17.510244
20200427T1000,19.360245
20200427T1100,20.150246
20200427T1200,21.360245
20200427T1300,21.850245
20200427T1400,22.370245
20200427T1500,22.640245
20200427T1600,22.670246
20200427T1700,21.990246
20200427T1800,19.540245
20200427T1900,16.120245
20200427T2000,15.290245
20200427T2100,14.660245
20200427T2200,15.280245
20200427T2300,14.5602455
20200428T0000,14.190246
20200428T0100,14.0602455
20200428T0200,13.8102455
20200428T0300,13.580245
20200428T0400,13.320246
20200428T0500,13.350245
20200428T0600,13.930245
20200428T0700,14.300245
20200428T0800,14.450245
20200428T0900,15.130245
20200428T1000,15.860246
20200428T1100,16.200245
20200428T1200,16.230246
20200428T1300,16.540245
20200428T1400,17.010244
20200428T1500,17.090246
20200428T1600,16.710245
20200428T1700,15.780245
20200428T1800,14.710245
20200428T1900,13.890245
20200428T2000,13.020246
20200428T2100,12.580245
20200428T2200,11.910245
20200428T2300,11.840245
20200429T0000,11.600245
20200429T0100,11.450245
20200429T0200,11.080245
20200429T0300,10.830245
20200429T0400,10.610246
20200429T0500,10.340245
20200429T0600,10.250245
20200429T0700,10.820246
20200429T0800,11.620245
20200429T0900,12.790245
20200429T1000,13.540245
20200429T1100,14.640245
20200429T1200,15.300245
20200429T1300,16.000246
20200429T1400,16.240246
20200429T1500,16.130245
20200429T1600,16.080246
20200429T1700,15.710245
20200429T1800,14.770246
20200429T1900,12.850245
20200429T2000,11.260245
20200429T2100,10.870245
20200429T2200,10.850245
20200429T2300,11.290245
20200430T0000,11.360246
20200430T0100,11.450245
20200430T0200,11.480246
20200430T0300,11.590245
20200430T0400,12.090245
20200430T0500,12.0602455
20200430T0600,11.860246
20200430T0700,12.220245
20200430T0800,12.820246
20200430T0900,12.660245
20200430T1000,13.5602455
20200430T1100,13.150246
20200430T1200,12.530245
20200430T1300,12.580245
20200430T1400,12.330245
20200430T1500,11.760245
20200430T1600,11.930245
20200430T1700,12.010245
20200430T1800,11.870245
20200430T1900,10.980246
20200430T2000,11.140245
20200430T2100,11.190246
20200430T2200,10.770246
20200430T2300,10.880245
20200501T0000,10.750245
20200501T0100,10.700245
20200501T0200,10.890245
20200501T0300,11.000245
20200501T0400,10.870245
20200501T0500,10.840245
20200501T0600,11.300245
20200501T0700,11.920245
20200501T0800,12.200245
20200501T0900,12.790245
20200501T1000,12.0602455
20200501T1100,11.800245
20200501T1200,12.840245
20200501T1300,12.750245
20200501T1400,12.510245
20200501T1500,12.400246
20200501T1600,12.330245
20200501T1700,12.160245
20200501T1800,11.920245
20200501T1900,11.500245
20200501T2000,11.200245
20200501T2100,10.710245
20200501T2200,10.870245
20200501T2300,10.720245
20200502T0000,10.360246
20200502T0100,10.150246
20200502T0200,9.990245
20200502T0300,9.8102455
20200502T0400,9.530245
20200502T0500,9.8102455
20200502T0600,10.160245
20200502T0700,10.280245
20200502T0800,10.880245
20200502T0900,11.850245
20200502T1000,12.650246
20200502T1100,13.370245
20200502T1200,13.670245
20200502T1300,14.230246
20200502T1400,12.370245
20200502T1500,12.230246
20200502T1600,11.420245
20200502T1700,11.090245
20200502T1800,11.160245
20200502T1900,9.830245
20200502T2000,8.660245
20200502T2100,7.8502455
20200502T2200,6.9302454
20200502T2300,6.1802454
20200503T0000,5.4502454
20200503T0100,5.3502455
20200503T0200,5.0802455
20200503T0300,4.9902453
20200503T0400,4.0302453
20200503T0500,4.3902454
20200503T0600,6.4302454
20200503T0700,8.210245
20200503T0800,10.470245
20200503T0900,12.430245
20200503T1000,14.050245
20200503T1100,15.3102455
20200503T1200,16.310246
20200503T1300,16.950245
20200503T1400,17.350245
20200503T1500,17.400246
20200503T1600,17.240246
20200503T1700,16.420246
20200503T1800,15.460245
20200503T1900,14.640245
20200503T2000,13.630245
20200503T2100,12.860246
20200503T2200,11.980246
20200503T2300,10.920245
20200504T0000,9.940246
20200504T0100,10.190246
20200504T0200,9.470245
20200504T0300,9.660245
20200504T0400,9.640245
20200504T0500,10.830245
20200504T0600,12.220245
20200504T0700,13.920245
20200504T0800,16.070246
20200504T0900,17.860245
20200504T1000,19.480246
20200504T1100,20.510244
20200504T1200,21.470245
20200504T1300,21.840246
20200504T1400,22.100245
20200504T1500,22.310246
20200504T1600,22.180244
20200504T1700,21.580246
20200504T1800,19.910246
20200504T1900,16.240246
20200504T2000,14.440246
20200504T2100,14.050245
20200504T2200,13.390245
20200504T2300,13.020246
20200505T0000,13.070246
20200505T0100,12.240245
20200505T0200,11.630245
20200505T0300,11.790245
20200505T0400,11.670245
20200505T0500,11.750245
20200505T0600,11.950245
20200505T0700,12.160245
20200505T0800,12.100245
20200505T0900,11.970245
20200505T1000,12.870245
20200505T1100,13.420245
20200505T1200,13.720245
20200505T1300,14.300245
20200505T1400,14.650246
20200505T1500,14.460245
20200505T1600,14.390245
20200505T1700,13.920245
20200505T1800,13.180245
20200505T1900,13.080245
20200505T2000,12.940246
20200505T2100,12.460245
20200505T2200,11.550245
20200505T2300,11.290245
20200506T0000,10.260245
20200506T0100,9.520246
20200506T0200,9.550245
20200506T0300,9.080245
20200506T0400,8.840245
20200506T0500,8.910245
20200506T0600,9.510245
20200506T0700,10.150246
20200506T0800,10.860246
20200506T0900,12.180245
20200506T1000,13.140245
20200506T1100,14.870245
20200506T1200,15.900246
20200506T1300,17.050245
20200506T1400,17.650246
20200506T1500,18.080246
20200506T1600,18.080246
20200506T1700,17.520245
20200506T1800,15.700245
20200506T1900,12.580245
20200506T2000,10.010245
20200506T2100,9.800245
20200506T2200,9.410245
20200506T2300,7.4902453
20200507T0000,5.8002453
20200507T0100,4.5302453
20200507T0200,4.110245
20200507T0300,3.4102454
20200507T0400,3.1002455
20200507T0500,4.8402452
20200507T0600,8.400246
20200507T0700,11.330245
20200507T0800,13.820246
20200507T0900,15.840245
20200507T1000,17.380245
20200507T1100,18.720245
20200507T1200,19.990246
20200507T1300,20.990246
20200507T1400,22.070246
20200507T1500,22.780245
20200507T1600,23.050245
20200507T1700,22.430244
20200507T1800,19.880245
20200507T1900,17.780245
20200507T2000,14.630245
20200507T2100,13.070246
20200507T2200,12.340245
20200507T2300,11.420245
20200508T0000,10.260245
20200508T0100,9.850245
20200508T0200,9.540245
20200508T0300,9.280245
20200508T0400,8.790245
20200508T0500,10.470245
20200508T0600,13.190246
20200508T0700,15.740245
20200508T0800,18.300245
20200508T0900,20.530245
20200508T1000,22.150246
20200508T1100,23.240246
20200508T1200,24.300245
20200508T1300,24.960245
20200508T1400,25.660246
20200508T1500,25.710245
20200508T1600,25.310246
20200508T1700,24.410246
20200508T1800,22.400246
20200508T1900,19.880245
20200508T2000,17.470245
20200508T2100,15.830245
20200508T2200,16.480246
20200508T2300,15.390245
20200509T0000,14.990245
20200509T0100,14.420245
20200509T0200,13.730246
20200509T0300,13.230246
20200509T0400,12.5602455
20200509T0500,13.350245
20200509T0600,16.090246
20200509T0700,18.430244
20200509T0800,20.190245
20200509T0900,21.520245
20200509T1000,22.400246
20200509T1100,23.450245
20200509T1200,24.480246
20200509T1300,25.330246
20200509T1400,25.600245
20200509T1500,25.920246
20200509T1600,25.480246
20200509T1700,24.930244
20200509T1800,22.860245
20200509T1900,18.650246
20200509T2000,17.010244
20200509T2100,16.320246
20200509T2200,17.850245
20200509T2300,16.970245
20200510T0000,16.010246
20200510T0100,15.400246
20200510T0200,15.330245
20200510T0300,14.870245
20200510T0400,14.880245
20200510T0500,15.370245
20200510T0600,16.410246
20200510T0700,17.900246
20200510T0800,19.220245
20200510T0900,19.900246
20200510T1000,21.730246
20200510T1100,22.760244
20200510T1200,23.100245
20200510T1300,23.900246
20200510T1400,24.440245
20200510T1500,24.740246
20200510T1600,24.420246
20200510T1700,23.540245
20200510T1800,21.790245
20200510T1900,20.510244
20200510T2000,18.690245
20200510T2100,17.300245
20200510T2200,17.760244
20200510T2300,17.370245
20200511T0000,16.950245
20200511T0100,16.600245
20200511T0200,16.290245
20200511T0300,16.090246
20200511T0400,15.8102455
20200511T0500,15.940246
20200511T0600,16.100246
20200511T0700,15.990245
20200511T0800,14.480246
20200511T0900,12.680245
20200511T1000,9.940246
20200511T1100,8.320246
20200511T1200,6.7602453
20200511T1300,6.3202453
20200511T1400,5.9902453
20200511T1500,5.6202455
20200511T1600,5.0902452
20200511T1700,4.7002454
20200511T1800,4.3102455
20200511T1900,4.3502455
20200511T2000,4.4902453
20200511T2100,4.9702454
20200511T2200,5.250245
20200511T2300,5.2602453
20200512T0000,5.1602454
20200512T0100,4.9702454
20200512T0200,4.750245
20200512T0300,4.4802456
20200512T0400,4.0802455
20200512T0500,4.3502455
20200512T0600,5.500245
20200512T0700,6.920245
20200512T0800,8.150246
20200512T0900,9.490245
20200512T1000,10.720245
20200512T1100,11.860246
20200512T1200,12.610246
20200512T1300,13.320246
20200512T1400,13.760245
20200512T1500,13.870245
20200512T1600,13.750245
20200512T1700,13.180245
20200512T1800,12.290245
20200512T1900,11.270246
20200512T2000,9.410245
20200512T2100,8.770246
20200512T2200,8.900246
20200512T2300,8.470245
20200513T0000,8.020246
20200513T0100,7.8302455
20200513T0200,7.3902454
20200513T0300,7.790245
20200513T0400,8.050245
20200513T0500,8.590245
20200513T0600,9.430245
20200513T0700,9.720245
20200513T0800,10.000245
20200513T0900,10.070246
20200513T1000,10.590245
20200513T1100,10.690246
20200513T1200,10.530245
20200513T1300,10.860246
20200513T1400,10.580245
20200513T1500,10.520246
20200513T1600,10.840245
20200513T1700,10.730246
20200513T1800,10.540245
20200513T1900,10.360246
20200513T2000,10.150246
20200513T2100,10.110246
20200513T2200,9.820246
20200513T2300,9.600245
20200514T0000,9.460245
20200514T0100,9.270246
20200514T0200,9.120245
20200514T0300,9.160245
20200514T0400,9.0602455
20200514T0500,9.050245
20200514T0600,8.930245
20200514T0700,8.900246
20200514T0800,9.340245
20200514T0900,10.150246
20200514T1000,11.480246
20200514T1100,11.870245
20200514T1200,12.520246
20200514T1300,13.150246
